Exercício do empenho,Órgão programa de trabalho,Código do favorecido,Favorecido,Descrição da natureza da despesa,Valor empenhado,Valor liquidado
2023,16,42370860000167.0,ESPACO DE DESENVOLVIMENTO MAE GAIA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",614250.0,331820.66
2022,16,28019248000113.0,CENTRO COMUNITARIO ALEGRIA DAS CRIANCAS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",608400.0,608400.0
2023,16,31157746000137.0,CENTRO DE ATIVIDADES EDUCACIONAIS E CULTURAIS ARCA DE NOE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",608400.0,345150.0
2022,16,34030585000104.0,OBRA SOCIAL CRISTO REDENTOR,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",608400.0,608400.0
2022,16,148879000113.0,ESCOLA COMUNITARIA DO CANTAGALO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",608400.0,608400.0
2022,16,29270428000136.0,GRUPO COMUNITARIO MARIA MARIA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",608000.0,608000.0
2023,16,72084122000114.0,CENTRO COMUNITARIO DA VILA PROLETARIA DA PENHA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",607614.68,402350.0
2022,16,73791337000138.0,GRUPO COMUNITARIO CRECHE ESCOLA TIA MAURA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",591500.0,591500.0
2022,16,42602108000102.0,CRECHE COMUNITARIA SOL DO SABER,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",591500.0,591500.0
2022,16,31415839000114.0,JARDIM ESCOLA ERNESTO FAGUNDES VARELA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",591500.0,591500.0
2022,16,5492399000199.0,CENTRO CULTURAL RISCO E RABISCO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",590850.0,590850.0
2022,16,29061900000120.0,SOC.INDEPENDENTE DE CULT.E APREND.DE MANGUINHOS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",590828.33,590828.33
2022,16,39748083000137.0,CRECHE COMUNITARIA ANA&LU,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",589550.0,589550.0
2023,16,8681265000104.0,ASSOCIACAO CIVIL CENTRO EDUCACIONAL COMUNITARIO ESTACAO DOSABER,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",585848.61,363046.67
2023,16,4447582000100.0,ACAO COMUNITARIA PRO FAVELA DOUTOR MARCELLO CANDIA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",585433.3300000001,357933.33
2023,16,27052182000109.0,CENTRO COMUNITARIO DA RUA UM UNIAO FAZ A FORCA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",585433.3300000001,357933.33
2023,16,68824150000153.0,CRECHE COMUNITARIA MUNDO ENCANTADO DA CRIANCA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",585433.3300000001,357933.33
2022,16,34625826000168.0,CRECHE ESCOLA COMUNITARIA DONA RAPOSA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",577330.01,577330.01
2022,16,5858555000192.0,INSTITUTO BRASILEIRO DE ACOES PESQUISAS E ESTUDOS SOCIAIS IBRAPES,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",575510.0,575510.0
2022,16,46940959000108.0,ESPACO CRIATIVO CASTELINHO RINALDI,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",574383.33,574383.33
2023,16,29240884000133.0,ESCOLA COMUNITARIA JARDIM DE INFANCIA TIA ANASTACIA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",572888.3300000001,350263.33
2023,16,46760464000105.0,INSTITUTO CRESCER & APRENDER,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",568460.81,267150.0
2023,16,33966199000166.0,ESPACO CRIATIVO ERA UMA VEZ,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",564525.0,345150.0
2023,16,31415219000185.0,CRECHE COMUNITARIA JARDIM SANTA CRUZ,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",564525.0,345150.0
2023,16,33912577000129.0,INSTITUTO CONSUELO PINHEIRO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",555750.0,127833.33
2023,16,40397707000106.0,CENTRO CULTURAL MILENIUM,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",550550.0,292500.0
2023,16,46015027000159.0,CENTRO CULTURAL PEDACINHO DO CEU,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",550000.0,176605.0
2022,16,74032871000719.0,ASSOCIACAO PALOTINA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",549250.0,549250.0
2022,16,30119770000119.0,GRUPO COMUNITARIO MORRO DA ALEGRIA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",549250.0,549250.0
2022,16,30127625000180.0,CENTRO SOCIAL E AI COMO E QUE FICA?,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",549250.0,549250.0
2023,16,27796630000170.0,COMOVIK CONSELHO DE MORADORES DE VILA KENNEDY,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",548166.6699999999,253716.66999999998
2023,16,34066639000191.0,CONGREGACAO MARIANA DO HOSPITAL COLONIA DE CURUPAITI,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",547408.33,396283.33
2023,16,11301349000180.0,ASSOCIACAO RECREATIVA PINGUINHO DE GENTE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",537203.3300000001,250279.83000000002
2023,16,29762411000104.0,CENTRO EDUCACIONAL COMUNITARIO GIARDINIERI CAMPOS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",523900.0,241150.0
2023,16,28668879000163.0,CENTRO COMUNITARIO PARQUE UNIDOS DE ACARI,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",517609.44,189193.33000000002
2023,16,31157092000141.0,SOCIEDADE BENEFICENTE SAGRADO CORACAO DE MARIA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",515711.8,319583.33
2022,16,42028428000192.0,CASA CARITATIVA SAO VICENTE DE PAULO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",508950.0,508950.0
2022,16,34056630000108.0,CRUZADA PELA INFANCIA DO LEME,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",507000.0,507000.0
2022,16,1097940000103.0,PRIMEIRA IGREJA BATISTA DO ALTO DA BOA VISTAI,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",507000.0,507000.0
2022,16,29259850000190.0,OBRAS SOCIAIS UNIDAS DE SANTA MARTA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",507000.0,507000.0
2023,16,7735398000153.0,ASSOCIACAO DO CENTRO EDUCACIONAL LUIZA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",502125.0,200850.0
2023,16,42209775000111.0,AMIG ASSOCIACAO DOS MORADORES DA ILHA DO GOVERNADOR,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",500924.05,281233.33
2023,16,33727009000158.0,ASSOCIACAO TUTELAR DE MENORES,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",494433.33,310047.39
2023,16,42144998000148.0,DISPENSARIO SANTA TERESINHA DO MENINO JESUS DA GAVEA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",494433.33,357933.33
2023,16,33701004000156.0,LAR IRMAO FRANCISCO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",494433.33,357933.33
2023,16,72386535000153.0,OBRAS SOCIAIS NOVO PALMARES,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",494433.33,357933.33
2023,16,3952446000104.0,CRECHE PINGUINHO DE GENTE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",493436.67,301686.67
2023,16,3537568000134.0,CENTRO COMUNITARIO DE ENSINO AVANCADO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",489255.0,298480.0
2023,16,10945138000117.0,ESCOLA COMUNITARIA SOUZA PINTO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",489255.0,299130.0
2023,16,30476543000140.0,MOVIMENTO EDUCACIONAL JOSEFA ALCANTARA GOULART CENTRO INTEGRADO SAO JOSE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",489255.0,299130.0
2023,16,34036194000105.0,CASA ESPIRITA CRISTA MARIA DE NAZARE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",486850.0,306800.0
2023,16,29226750000168.0,OBRA SOCIAL DO PARQUE ROYAL,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",482140.99,268450.0
2022,16,42224585000173.0,CRECHE COMUNITARIA ESTRELINHA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",481433.13,481433.13
2023,16,34045021000145.0,ASSOCIACAO FILANTROPICA CRISTA ESPIRITA ISMENIA RIBEIRO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",480873.67,294016.67
2022,16,46979104000190.0,CRECHE COMUNITARIA DOCE INFANCIA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",473330.0,473330.0
2022,16,40265613000175.0,ASSOCIACAO METODISTA DE ACAO SOCIAL DE IRAJA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",473200.0,473200.0
2022,16,3465953000202.0,ASSOCIACAO CENTRO EDUCACIONAL REBRAL,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",469906.66000000003,469906.66000000003
2022,16,46018442000166.0,ASSOCIACAO COMUNITARIA EDUCACIONAL FLORESCER,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",469813.32999999996,469813.32999999996
2023,16,42106799000145.0,CRECHE LAR CANTINHO FELIZ,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",459983.33,281233.33
2023,16,29886470000186.0,JETON CONSTRUCOES LTDA,"AMPLIACAO, RECONSTRUCAO E REFORMAS",459185.22,0.0
2023,16,29187747000182.0,ACAO COMUNITARIA SAL DA TERRA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",456083.33,259112.07
2022,16,35717309000181.0,CRECHE GIZ COLORIDO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",455022.17,455022.17
2023,16,32980919000185.0,CRECHE CANTINHO CASLU,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",444990.0,319540.0
2023,16,46537303000149.0,ASSOCIACAO ESPACO NINHO CARIOCA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",444600.0,188889.99
2023,16,39960193000168.0,CRECHE COMUNITARIA CRIANCAS DE OURO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",438750.0,186475.0
2023,16,2849510000163.0,CENTRO SOCIAL GOTA DA ESPERANCA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",438533.33,204446.66
2023,16,27518963000138.0,INSTITUTO AVANTE DO FUTURO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",435463.39,311848.35000000003
2023,16,30716187000195.0,ASSOCIACAO DE MORADORES DO MORRO DA BAIANA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",434893.33,210513.37
2022,16,30126791000161.0,CRECHE PRE ESCOLA COM DO 199 PINGO GENTE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",433200.0,433200.0
2023,16,46927499000188.0,CENTRO CULTURAL EVOLUIR,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",429975.0,162153.84
2023,16,33906702000198.0,INSTITUTO PRESBITERIANO ALVARO REIS DE ASSISTENCIA A CRIANCAE AO ADOLESCENTE INPAR,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",423800.0,306800.0
2022,16,42136531000156.0,CREI - CENTRO DE RECUPERACAO INFANTIL,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",422500.0,422500.0
2022,16,34031807000103.0,CENTRO ESPIRITA CRISTOFILOS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",422500.0,422500.0
2022,16,2287214000116.0,INSTITUTO TRILHO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",420051.49,420051.49
2022,16,46496997000113.0,INSTITUTO EDUCACIONAL DIVA ALVES,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",419900.0,419900.0
2023,16,1151423000175.0,CRECHE ESCOLA SOSSEGO DA MAMAE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",418166.67,255666.66999999998
2023,16,42185041000140.0,SASP SERVICO DE ASSISTENCIA SOCIAL PENTECOSTALRUA ADALBERTO FERREIRA 35,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",418166.66000000003,255666.66
2022,16,8103421000150.0,FUNDACAO CASA DA JOANINHA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",418101.17000000004,418101.17000000004
2023,16,549660000126.0,ASSOCIACAO BENEFICENTE NOSSA SENHORA DAS MERCES,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",415566.67,241345.40999999997
2023,16,14954939000108.0,ASSOCIACAO PEDAGOGICA TERAPEUTICA LUIZ ANTONIO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",412569.45,255666.66999999998
2023,16,10158048000186.0,ASSOCIACAO COMUNITARIA DO PARQUE PROLETARIO DA PENHA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",409319.45,252416.66999999998
2022,16,60470960000490.0,SOCIEDADE DAS FILHAS DE NOSSA SENHORA  DO SAGRADO CORACAO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",405556.77,405556.77
2023,16,34114470000106.0,ASSOCIACAO DOS ANTIGOS ALUNOS DOS PADRES JESUITAS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",401440.0,245440.0
2023,16,34125450000122.0,FUNDACAO CASA SANTA IGNEZ,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",401440.0,245440.0
2023,16,33892738000160.0,ABRIGO TERESA DE JESUS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",401440.0,245440.0
2022,16,30478267000150.0,FRATERNIDADE ASSISTENCIAL CRISTA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",397150.0,397150.0
2022,16,407096000107.0,CENTRO COMUNITARIO LAUREANO TOLEDO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",397150.0,397150.0
2022,16,34703994000124.0,ASSOCIACAO EDUCACIONAL PATINHO ESTUDIOSO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",394918.32999999996,394918.32999999996
2022,16,31660004000120.0,ASSOCIACAO DE MORADORES TIJUACU - AMOTI,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",380250.0,380250.0
2022,16,33585407000187.0,SOCIEDADE CIVIL DE ASSISTENCIA A MENORES CASA DA DINDA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",380250.0,380250.0
2023,16,40125642000131.0,CRECHE COMUNITARIA UNIVERSO INFANTIL,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",380250.0,253500.0
2023,16,38543956000102.0,CRECHE COMUNITARIA CORACAO DE MAE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",380250.0,253500.0
2022,16,27797166000137.0,ASSOCIACAO DE MORADORES DO CONJUNTO DE PEDRO I E ADJACENCIAS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",378235.0,378235.0
2023,16,28018521000195.0,LAR DE MARIA DOLORES,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",377563.33,190614.74
2023,16,31421258000195.0,ESCOLA COMUNITARIA JARDIM BALAO MAGICO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",376350.0,229550.0
2023,16,31420227000110.0,ESCOLA COMUNITARIA ENCANTO DE MARIA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",376350.0,217100.0
2023,16,45792325000192.0,ESPACO DE DESENVOLVIMENTO CARIOQUINHA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",368550.0,159900.0
2022,16,34113035000159.0,CENTRO COMUNITARIO IRMAOS KENNEDY,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",364606.67,364606.67
2022,16,46908357000173.0,ESPACO CRIATIVO SALOMAO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",363566.67,363566.67
2023,16,68563808000110.0,CRECHE COMUNITARIA ARCA DE NOE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",362700.0,241323.33
2023,16,40172026000131.0,CENTRO CULTURAL ESTRELINHA DO MAR,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",357500.0,195000.0
2023,16,16670716000136.0,INSTITUTO EDUCACIONAL CRESCENDO E APRENDENDO IECA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",355441.67,217316.66999999998
2023,16,3817270000188.0,SOCIEDADE ESPIRITA CABOCLO SETE FLECHAS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",355441.67,217316.66999999998
2023,16,33522079000170.0,OBRA DO BERCO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",355441.66000000003,217316.66
2022,16,36266202000127.0,CENTRO COMUNITARIO FLOR DO AMANHA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",354900.0,354900.0
2023,16,4697185000196.0,CENTRO SOCIAL DA MULHER UEGA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",353166.66000000003,255666.66
2023,16,9654350000146.0,ASSOCIACAO RESGATE DOS VALORES HUMANOS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",350220.0,198120.0
2023,16,6893183000106.0,ASSOCIACAO PRESBITERIANA CUIDANDO DO AMANHA APCA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",342680.07,209430.07
2023,16,34625826000168.0,CRECHE ESCOLA COMUNITARIA DONA RAPOSA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",341250.0,135265.0
2023,16,12875189000145.0,INSTITUTO BEZALEL PROJETO SOCIAL,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",338610.99,0.0
2022,16,30022057000152.0,CASA DE FRANCISCO DE ASSIS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",338000.0,338000.0
2023,16,30717177000174.0,ASSOCIACAO DOS MORADORES DO MORRO DO ALEMAO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",334533.33,196430.09
2023,16,34068528000114.0,PATRONATO OPERARIO DA GAVEA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",334533.33,204533.33000000002
2023,16,17433591000193.0,JOVENS COM UMA MISSAO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",334533.0,204533.0
2023,16,34074252000187.0,INSTITUTO DAS MISSIONARIAS DE N S DE FATIMA DO BRASIL,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",332655.55000000005,204533.33000000002
2022,16,46162571000123.0,CRECHE COMUNITARIA PEDACINHO DE CEU,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",331500.0,331500.0
2023,16,37289427000161.0,CENTRO CULTURAL DE DESENVOLVIMENTO INFANTIL JOAO BATISTA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",327600.0,218400.0
2023,16,6926654000127.0,CRECHE ESCOLA COMUNITARIA MAE SOCIAL,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",317806.67,194306.66999999998
2023,16,33311291000198.0,INSTITUICAO MARIA DE NAZARETH,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",313625.0,184600.0
