Exercício do empenho,Órgão programa de trabalho,Código do favorecido,Favorecido,Descrição da natureza da despesa,Valor empenhado,Valor liquidado
2022,16,11598.0,Ciep Hélio Smidt,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11474.0,Espaço de Desenvolvimento Infantil Morro dos Telégrafos,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,18633.0,Creche Municipal Ayrton Senna,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,11461.0,Escola Municipal Gonçalves Dias,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11480.0,Escola Municipal Professor João Gualberto Jorge do Amaral,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,11506.0,Espaço de Desenvolvimento Infantil Professora Miltolina da Silva,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11460.0,Escola Municipal Rio das Pedras,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11456.0,Escola Municipal Virgilio Várzea,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,19190.0,Creche Municipal Estrela Dalva,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,38212.0,Creche Municipal Vasquinho,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11447.0,Escola Municipal Maria Florinda Paiva da Cruz,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11588.0,Escola Municipal IV Centenário,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,19123.0,Espaço de Desenvolvimento Infantil Elizabeth Papera,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,11588.0,Escola Municipal IV Centenário,MAQUINAS E EQUIPAMENTOS PERMANENTES ADQUIRIDOS PELO SISTEMA DESCENTRALIZADO DE PAGAMENTO,30000.0,30000.0
2022,16,18635.0,Creche Municipal Adalto Bastos,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,11431.0,Escola Municipal Deputado Hilton Gama,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,19121.0,Creche Municipal Pedrinho,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,11612.0,Ciep Doutor Adão Pereira Nunes,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11437.0,Escola Municipal Motorista Paschoal André,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,19120.0,Creche Municipal Narizinho,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,18691.0,Creche Municipal Francisco Alves,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11436.0,Escola Municipal Zilda Nunes da Costa,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,11621.0,Ciep Rubens Gomes,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,18630.0,Creche Municipal Vera Pacheco Jordão,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11435.0,Escola Municipal Alziro Zarur,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,19395.0,Creche Municipal Tia Hilda Macedo,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,11434.0,Escola Municipal Levy Miranda,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11630.0,Escola Municipal Silveira Sampaio,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11433.0,Escola Municipal Telêmaco Gonçalves Maia,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11693.0,Escola Municipal Professor Jurandir Paes Leme,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11617.0,Ciep Zumbi dos Palmares,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11694.0,Escola Municipal Comunidade de Vargem Grande,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,46687.0,Espaço de Desenvolvimento Infantil Medalhista Olímpico Erlon de Souza Silva,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,11908.0,Escola Municipal Leôncio Correia,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,46638.0,Escola Municipal Célia Maria de Oliveira Camargo,MAQUINAS E EQUIPAMENTOS PERMANENTES ADQUIRIDOS PELO SISTEMA DESCENTRALIZADO DE PAGAMENTO,30000.0,30000.0
2022,16,42939.0,Espaço de Desenvolvimento Infantil Parque da Alegria,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,46674.0,Espaço de Desenvolvimento Infantil Professora Inaiá Wanderley Carmo,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,11874.0,Espaço de Desenvolvimento Infantil Vicente de Carvalho,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,46682.0,Espaço de Desenvolvimento Infantil Medalhista Paralímpico Ricardo Costa de Oliveira,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,17893.0,Creche Municipal Sempre Vida Antares,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,46684.0,Espaço de Desenvolvimento Infantil Alfredo Guimarães Junior,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,46689.0,Espaço de Desenvolvimento Infantil Thamiris de Andrade da Silva Santos,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,46628.0,Escola Municipal Erpídio Cabral de Souza( Índio da Maré),MAQUINAS E EQUIPAMENTOS PERMANENTES ADQUIRIDOS PELO SISTEMA DESCENTRALIZADO DE PAGAMENTO,30000.0,30000.0
2022,16,46691.0,Espaço de Desenvolvimento Infantil Medalhista Olímpico Felipe Almeida Wu,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,46692.0,Espaço de Desenvolvimento Infantil Medalhista Olímpico Isaquias Queiroz dos Santos,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,46693.0,Espaço de Desenvolvimento Infantil Professora Lilia Chaves da Costa,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,46694.0,"Espaço de Desenvolvimento Infantil Maria Rosangela Oliveira Tia Neguinha""""","SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,46700.0,Escola Municipal Vera Lucia Chaves da Costa,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,46710.0,Escola Municipal  Medalhista Olímpica Barbara Seixas de Freitas,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11851.0,Escola Municipal Sarmiento,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,17894.0,Creche Municipal Sempre Vida Vale do Sol,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,46630.0,Escola Municipal Olimpíadas Rio 2016,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11913.0,Ciep 1o. de Maio,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,41950.0,Creche Municipal Augusto de Carvalho Torres Filho,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,44857.0,Escola Municipal Ricardo Brentani,MAQUINAS E EQUIPAMENTOS PERMANENTES ADQUIRIDOS PELO SISTEMA DESCENTRALIZADO DE PAGAMENTO,30000.0,30000.0
2022,16,44252.0,Espaço de Desenvolvimento Infantil Milena Santos Nascimento,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,44462.0,Escola Municipal Moacyr Scliar,MAQUINAS E EQUIPAMENTOS PERMANENTES ADQUIRIDOS PELO SISTEMA DESCENTRALIZADO DE PAGAMENTO,30000.0,30000.0
2022,16,44507.0,Espaço de Desenvolvimento Infantil Professora Maria Luiza Jobim de Queiroz,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,44678.0,Espaço de Desenvolvimento Infantil Professor Marcos Flamínio Portugal Pinto,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,44762.0,Escola Municipal Jornalista e Escritor Daniel Piza,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,44831.0,Espaço de Desenvolvimento Infantil Professora Carmen Fraga de Araújo,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,44833.0,Espaço de Desenvolvimento Infantil Professor Antonio Alfredo Mercadante,MAQUINAS E EQUIPAMENTOS PERMANENTES ADQUIRIDOS PELO SISTEMA DESCENTRALIZADO DE PAGAMENTO,30000.0,30000.0
2022,16,44835.0,Espaço de Desenvolvimento Infantil Eu Sou,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,44861.0,Espaço de Desenvolvimento Infantil Geógrafo Aziz Ab'Saber,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,46626.0,Escola Municipal Lino Martins da Silva,MAQUINAS E EQUIPAMENTOS PERMANENTES ADQUIRIDOS PELO SISTEMA DESCENTRALIZADO DE PAGAMENTO,30000.0,30000.0
2022,16,45159.0,Espaço de Desenvolvimento Infantil Professor Marco Altino de Oliveira,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,45237.0,Espaço de Desenvolvimento Infantil Maria de Lourdes Ferreira,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,45239.0,Espaço de Desenvolvimento Infantil Maria Luiza Nobre - Tia Luizinha,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,45314.0,Espaço de Desenvolvimento Infantil Professora Matilde Rosa Lopes de Araujo,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11940.0,Ciep João Batista dos Santos,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,45478.0,Espaço de Desenvolvimento Infantil Renée Biscaia Raposo,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,45576.0,Escola Municipal Domingos Paschoal Cegalla,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,45708.0,Escola Municipal Temístocles Dalmácio Pereira,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,46716.0,Escola Municipal Professor Ari Marques Pontes,MAQUINAS E EQUIPAMENTOS PERMANENTES ADQUIRIDOS PELO SISTEMA DESCENTRALIZADO DE PAGAMENTO,30000.0,30000.0
2022,16,46728.0,Escola Municipal Medalhista Olímpico Diego Matias Hypólito,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11695.0,Escola Municipal Pérola Byington,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11755.0,Escola Municipal Jonatas Serrano,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11777.0,Espaço de Desenvolvimento Infantil Cesarinho,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,17904.0,Creche Municipal Sempre Vida Elza Rabelo de Andrade,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11767.0,Escola Municipal Euclides Roxo,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,11766.0,Escola Municipal Ana Neri,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,11765.0,Escola Municipal Professor Vieira Fazenda,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,39764.0,Creche Municipal Ari Pimentel,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11405.0,Escola Municipal Alípio Miranda Ribeiro,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11758.0,Escola Municipal Narcisa Amália,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,11748.0,Ciep Armindo Marcílio Doutel de Andrade,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11781.0,Espaço de Desenvolvimento Infantil João Corrêa,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,11738.0,Ciep Professor Darcy Ribeiro,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11733.0,Ciep Raymundo Ottoni de Castro Maya,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11727.0,Ciep Claudio Manoel da Costa,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11725.0,Ciep Clementina de Jesus,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11710.0,Núcleo de Arte Professor Albert Einstein,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,18620.0,Creche Municipal Manguinhos,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11704.0,Escola Municipal Lopes Trovão,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11698.0,Escola Municipal São Sebastião,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11779.0,Ciep Alberto Pasqualine,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11782.0,Espaço de Desenvolvimento Infantil Guandu,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,17895.0,Creche Municipal Vitória da Paz,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,41786.0,Creche Municipal Maria da Conceição Silveira de Carvalho,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,46729.0,Escola Municipal Professora Dalva Lazaroni,MAQUINAS E EQUIPAMENTOS PERMANENTES ADQUIRIDOS PELO SISTEMA DESCENTRALIZADO DE PAGAMENTO,30000.0,30000.0
2022,16,46730.0,Escola Municipal Yolis da Silva,MAQUINAS E EQUIPAMENTOS PERMANENTES ADQUIRIDOS PELO SISTEMA DESCENTRALIZADO DE PAGAMENTO,30000.0,30000.0
2022,16,46732.0,Escola Municipal Professor Antônio Boaventura,MAQUINAS E EQUIPAMENTOS PERMANENTES ADQUIRIDOS PELO SISTEMA DESCENTRALIZADO DE PAGAMENTO,30000.0,30000.0
2022,16,17896.0,Creche Municipal Alegria de Nova Cidade,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,46742.0,Espaço de Desenvolvimento Infantil Medalhista Olímpica Agatha Bednarczuk Rippel,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,41787.0,Escola Municipal Octavio Frias de Oliveira,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,46754.0,Espaço de Desenvolvimento Infantil Medalhista Paralímpico Daniel Martins,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,46760.0,Espaço de Desenvolvimento Infantil Medalhista Olímpico Luiz Felipe Marques Fonteles,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,46763.0,Escola Municipal Escritor Millôr Fernandes,MAQUINAS E EQUIPAMENTOS PERMANENTES ADQUIRIDOS PELO SISTEMA DESCENTRALIZADO DE PAGAMENTO,30000.0,30000.0
2022,16,17903.0,Creche Municipal Ladeira dos Funcionários,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,50549.0,Centro de Educação de Jovens e Adultos CEJA Acari,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11798.0,Escola Municipal Senegal,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,51643.0,Gerência de Planejamento e Orçamento,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,11785.0,Escola Municipal Maria de Jesus Oliveira,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,40110.0,Espaço de Desenvolvimento Infantil Professora Luzia Maria Moreira do Nascimento,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,40108.0,Espaço de Desenvolvimento Infantil Padre Carlos Henrique de Souza,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,11784.0,Espaço de Desenvolvimento Infantil Professora Rosa Maria Alves de Oliveira,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,40096.0,Creche Municipal Meriluce de Oliveira Müller,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,11764.0,Escola Municipal Floripes Angladas Lucas,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,11431.0,Escola Municipal Deputado Hilton Gama,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11137.0,Escola Municipal Baltazar Lisboa,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11132.0,Escola Municipal Rio Grande do Norte,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11147.0,Escola Municipal Rainha Vitoria,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11145.0,Escola Municipal Luiz Edmundo,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11141.0,Escola Municipal Almirante Frontin,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,18751.0,Creche Municipal Santa Terezinha,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",30000.0,30000.0
2022,16,18671.0,Creche Municipal Criança do Futuro,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11136.0,Escola Municipal Professor Manuel Said Ali,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11135.0,Escola Municipal Casemiro de Abreu,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11134.0,Escola Municipal Professor Floriano de Brito,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
2022,16,11131.0,Escola Municipal Teodoro Sampaio,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,30000.0,30000.0
